Epithet;Date of registration;Genus;Originator Name;Registrant Name;Pollen;Seed;Synonym Flag
Luna Doll;30/06/1993;Paphiopedilum;H.Doll;H.Doll;Makuli;Henrietta Fujiwara;This is not a synonym
Luna Jewel;14/04/2008;Paphiopedilum;Paphanatics;Lehua;Onyx;Luna Moth;This is not a synonym
Luna Magic;24/02/2009;Paphiopedilum;Lehua;Lehua;Raisin Magic;Luna Jewel;This is not a synonym
Luna Moth;14/12/1998;Paphiopedilum;M.Pendleton;Orchid Zone;Enchanted Orient;Makuli;This is not a synonym
Luna Shadow;14/04/2008;Paphiopedilum;Orchid Zone;Lehua;Luna Moth;Hsinying Makurow;This is not a synonym
Luna Snow;24/11/1992;Paphiopedilum;J.Cash;J.Cash;Snowbird;Via Luna Este;This is not a synonym
Luna Stone;05/01/2006;Paphiopedilum;N.Hasegawa;Woodstream;Bella Luna;Elfstone;This is not a synonym
Lunabrook;01/01/1974;Paphiopedilum;The Lord Sieff;Ratcliffe;Windrush;Luna;This is not a synonym
Lunacy;01/01/1988;Paphiopedilum;T.Root;Orchid Zone;Skip Bartlett;Hellas;This is not a synonym
Lunacy Bay;17/07/2006;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Saint Ouens Bay;Lunacy;This is not a synonym
Lunadean;01/01/1964;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Littledean;Lunar Orbit;This is not a synonym
Lunahurst;09/09/1992;Paphiopedilum;Stewart Orch.;Stewart Orch.;Denehurst;Gold Luna;This is not a synonym
Lunalight;10/04/2007;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Nulight;Lunacy;This is not a synonym
Lunar Bell;18/03/2004;Paphiopedilum;R-J.Quené;Orchids Ltd [MN];Lunacy;bellatulum;This is not a synonym
Lunar Dawn;26/01/1998;Paphiopedilum;J.Hanes;M.LeDoux;Skip Bartlett;Honey Dew;This is not a synonym
Lunar Eclipse;29/10/2002;Paphiopedilum;Marriott Orchids;Marriott Orchids;Virgo;John Jack;This is not a synonym
Lunar Glow;01/07/1994;Paphiopedilum;T.Root;Orchid Zone;Green Mystery;Lunacy;This is not a synonym
Lunar Halo;01/01/1964;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Lewis Crampton;Lunar Orbit;This is not a synonym
Lunar Light Glow;11/06/2007;Paphiopedilum;Lehua;Lehua;Limelight;Luna Moth;This is not a synonym
Lunar Orbit;01/01/1964;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Hestia;Luna;This is not a synonym
Lunar Snow;03/04/2006;Paphiopedilum;T.Larkin;T.Larkin;Lunar Dawn;Susan Tucker;This is not a synonym
Lunar World;01/01/1979;Paphiopedilum;Ratcliffe;Ratcliffe;World Venture;Luna;This is not a synonym
Lunatic Fringe;20/11/2001;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Lunacy;Freckles;This is not a synonym
Lunatic Left;28/05/2002;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Lunacy;F. C. Puddle;This is not a synonym
Lunatta;01/01/1952;Paphiopedilum;Mansell ;Mansell ;Luna;Mulatto;This is not a synonym
Lune;01/01/1933;Paphiopedilum;Horridge;Horridge;Hera-Pyramus;Nitens-Leeanum;This is not a synonym
Lunette;01/01/1955;Paphiopedilum;Cooke;Cooke;Luna;Noble;This is not a synonym
Lunium;01/01/1948;Paphiopedilum;Charlesworth Ltd.;Charlesworth Ltd.;Sunium;Gold Luna;This is not a synonym
Luptonii;01/01/1923;Paphiopedilum;Rutherford;Rutherford;Earl of Tankerville;Antinous;This is not a synonym
Luridum;01/01/1892;Paphiopedilum;Pitcher ;Pitcher ;villosum;lawrenceanum;This is not a synonym
Luridum grandiflorum;01/01/1899;Paphiopedilum;Pitcher;Pitcher;Harrisianum;Auroreum;This is  a synonym
Lusitania;01/01/1963;Paphiopedilum;Sander et Fils;Sander et Fils;Aquitania;Prince Baudouin;This is not a synonym
Lussier;10/03/2012;Paphiopedilum;R.Lussier;R.Lussier;Drayton Peppers;Pine Glow;This is not a synonym
Luston;01/01/1961;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Ruskington;Dianalus;This is not a synonym
Lustre;01/01/1918;Paphiopedilum;H.;H.;Parkerianum;Lucifer;This is not a synonym
Lustrous Red;01/01/1979;Paphiopedilum;Ratcliffe;Ratcliffe;Letozia;Red Munro;This is not a synonym
Lutanist;01/01/1971;Paphiopedilum;Ratcliffe;Ratcliffe;Lyric;Radley;This is not a synonym
Lutchmans' Blitz;26/09/2012;Paphiopedilum;O/U;C.Lutchman;Macabre;Lutchmans' Mystery;This is not a synonym
Lutchmans' Mystery;26/09/2012;Paphiopedilum;O/U;C.Lutchman;Cocoa Cherry;Raisin Jack;This is not a synonym
Luteola;01/01/1931;Paphiopedilum;McLaren;McLaren;Major Hanbury Carlile;Gold Mohur;This is not a synonym
Lutescens;01/01/1890;Paphiopedilum;Lebaudy;Lebaudy;spicerianum;javanicum;This is not a synonym
Luteum;01/01/1890;Paphiopedilum;Graves;Graves;spicerianum;fairrieanum;This is  a synonym
Lutharrow;14/03/2005;Paphiopedilum;Paphanatics;Paphanatics;Luther Slaughter;Flame Arrow;This is not a synonym
Luther Pass;01/11/1987;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Spotglen;Winston Churchill;This is not a synonym
Luther Slaughter;01/01/1990;Paphiopedilum;S.Slaughter;S.Slaughter;Onyx;Maudiae;This is not a synonym
Lutin Vert;03/03/2009;Paphiopedilum;L'Amazone;L'Amazone;fairrieanum;Pinocchio;This is not a synonym
Luton;01/01/1942;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];Maunton;Lady Dillon;This is not a synonym
Lutz Röllke;13/03/1992;Paphiopedilum;O/U;O.Gruss;rothschildianum;gratrixianum;This is not a synonym
Luxembergense;01/01/1907;Paphiopedilum;Opoix;Opoix;fairrieanum;argus;This is  a synonym
Luxemburgense;01/01/1907;Paphiopedilum;Opoix;Opoix;fairrieanum;argus;This is not a synonym
Luxemburgianum;01/01/1899;Paphiopedilum;Opoix;Opoix;haynaldianum;Harrisianum;This is  a synonym
Luxmanii;01/01/1937;Paphiopedilum;Armstrong/Brown;Armstrong/Brown;Luxemburgense;Beeckmanii;This is not a synonym
Luxor;01/01/1923;Paphiopedilum;Bruce-Wrigley;Bruce-Wrigley;Minos (1893);Leeanum;This is not a synonym
Luxury Red;01/01/1972;Paphiopedilum;Ratcliffe;Ratcliffe;Radley;Lockinge;This is not a synonym
Lyard;01/01/1979;Paphiopedilum;Ratcliffe;Ratcliffe;Candy;Novelty;This is not a synonym
Lybra;01/01/1974;Paphiopedilum;F.Hark;F.Hark;Winston Churchill;Aliescum;This is not a synonym
Lydia;01/01/1945;Paphiopedilum;Lawson;Lawson;Welcome;Horsell;This is not a synonym
Lyell;01/01/1951;Paphiopedilum;S.Low;S.Low;Walter Moore;Hancar;This is not a synonym
Lyman;01/01/1954;Paphiopedilum;Black ;Black ;Gayhurst;Saint Lawrence;This is not a synonym
Lyman Frank Baum;19/10/2004;Paphiopedilum;Paphanatics;N.Mochizuki;Memoria Robert Ward;California Jade;This is not a synonym
Lynchianum;01/01/1892;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];spicerianum;Peetersianum;This is not a synonym
Lynette Banks;23/10/1992;Paphiopedilum;Hills Dist.;Hills Dist.;Diny;Lombardy;This is not a synonym
Lynleigh in Pink;30/12/2009;Paphiopedilum;Lehua;Lehua;malipoense;Ho Chi Minh;This is not a synonym
Lynleigh Koopowitz;29/04/1991;Paphiopedilum;Paphanatics;Paphanatics;malipoense;delenatii;This is not a synonym
Lynn Booth;16/05/1994;Paphiopedilum;F.Booth;F.Booth;Julius;philippinense;This is not a synonym
Lynn Scott;09/10/1992;Paphiopedilum;So.Cross[S.Africa];M.Rathbone;Hellas;Vashon Sundance;This is not a synonym
Lynne Cassidy;02/12/2010;Paphiopedilum;M.Best;L.Cassidy;Macabre;Black Currants;This is not a synonym
Lynnlea;01/01/1965;Paphiopedilum;Cyril Davis;Cyril Davis;Buckingham;Atlantis;This is not a synonym
Lyon;01/01/1934;Paphiopedilum;Raper;Raper;Worsleyi;Elise II;This is not a synonym
Lyonesse;01/01/1979;Paphiopedilum;Ratcliffe;Ratcliffe;Emba;F. C. Puddle;This is not a synonym
Lyoth;01/01/1914;Paphiopedilum;Charlesworth Ltd.;Charlesworth Ltd.;Mrs. Carey Batten;Memoria Jerninghamiae;This is not a synonym
Lyrello;01/01/1973;Paphiopedilum;Ratcliffe;Ratcliffe;Lyric;Rampion;This is not a synonym
Lyric;01/11/1964;Paphiopedilum;Ratcliffe;Ratcliffe;Lucid;Paeony;This is not a synonym
Lyrical Dream;13/04/1999;Paphiopedilum;Kokusai;Kokusai;rothschildianum;Bellalba;This is not a synonym
Lyrical Lass;01/01/1978;Paphiopedilum;Ratcliffe;Ratcliffe;Lyric;Dalla;This is not a synonym
Lyripham;03/04/1997;Paphiopedilum;I.Muramatsu;I.Muramatsu;Burpham;Lyric;This is not a synonym
Lyro Bellissima;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;niveum;This is not a synonym
Lyro Blackhawk;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;Saint Swithin;This is not a synonym
Lyro Brachysaurus;09/03/2001;Paphiopedilum;R.;R.;James Bacon;godefroyae;This is not a synonym
Lyro Faerrie Knight;09/03/2001;Paphiopedilum;R.;R.;White Knight;fairrieanum;This is not a synonym
Lyro Fortissimo;09/03/2001;Paphiopedilum;R.;R.;Tuxedo Junction;James Bacon;This is not a synonym
Lyro Free Spirit;09/03/2001;Paphiopedilum;R.;R.;glanduliferum;Eva Weigner;This is not a synonym
Lyro Glorious Magic;09/03/2001;Paphiopedilum;R.;R.;Red Glory;Pacific Magic;This is not a synonym
Lyro Goldwing;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;armeniacum;This is not a synonym
Lyro Harvest Gold;09/03/2001;Paphiopedilum;R.;R.;concolor;Harvest Hues;This is not a synonym
Lyro Henry Barcallaw;09/03/2001;Paphiopedilum;R.;R.;henryanum;Bar-Maud;This is not a synonym
Lyro Nancy Watts;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;concolor;This is not a synonym
Lyro Pecos;09/03/2001;Paphiopedilum;O/U;R.;Red Glory;Friedrich Mellin;This is not a synonym
Lyro Petite Fleur;09/03/2001;Paphiopedilum;R.;R.;barbigerum;primulinum;This is not a synonym
Lyro Suncatcher;09/03/2001;Paphiopedilum;R.;R.;James Bacon;Saint Swithin;This is not a synonym
Lyro Susanrae Booth;09/03/2001;Paphiopedilum;R.;R.;Raisin Eyes;Susan Booth;This is not a synonym
Lyro Valentine;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;delenatii;This is not a synonym
Lyro Williem;30/03/2001;Paphiopedilum;R.;R.;wilhelminiae;liemianum;This is not a synonym
Lyrup;14/11/1995;Paphiopedilum;Adelaide;Adelaide;Pop Monkhouse;tonsum;This is not a synonym
Lysander;01/01/1929;Paphiopedilum;Black ;Black ;Maisie;Chloris;This is not a synonym
Lysistrata;01/01/1962;Paphiopedilum;Stirling;Stirling;Emma;Patriote Serreyn;This is not a synonym
Lytchett;01/01/1953;Paphiopedilum;D.;D.;Oread;Dorothy Kent;This is not a synonym
Lytton;01/01/1952;Paphiopedilum;S.Low;S.Low;Mrs. William Pickup;Mermaid;This is not a synonym
Lyxel;01/11/1974;Paphiopedilum;Vach.;Vach.;Gaël;Calyx;This is not a synonym
M. A. Ellis;01/01/1941;Paphiopedilum;Black ;Black ;J. M. Black;Bernadette;This is not a synonym
M. Galpin;01/01/1900;Paphiopedilum;Peeters;Peeters;Leeanum;boxallii;This is  a synonym
M. Georges Magne;01/11/1899;Paphiopedilum;Peeters;Peeters;rothschildianum;curtisii;This is  a synonym
M. Martin Cahuzac;01/01/1905;Paphiopedilum;Cappe;Cappe;Io;charlesworthii;This is  a synonym
M. S. Valliathan;09/01/2006;Paphiopedilum;K.Suresh;Suresh ;druryi;exul;This is not a synonym
M. Scellier de Gisors;08/07/1897;Paphiopedilum;Opoix;Opoix;Harrisianum;lawrenceanum;This is  a synonym
M'Lou;01/01/1958;Paphiopedilum;Butikofer;Butikofer;Nugget;Mimosa;This is not a synonym
Ma Belle;09/04/1992;Paphiopedilum;T.Root;Orchid Zone;bellatulum;malipoense;This is not a synonym
Mabel Keeling;01/01/1933;Paphiopedilum;Keeling;Keeling;Victor Hugo;Bromilowianum;This is not a synonym
Mabel Sanders;01/01/1919;Paphiopedilum;Opoix;Opoix;insigne;Gaston Bultel;This is not a synonym
Mabeliae;01/01/1895;Paphiopedilum;W.C.Clarke;W.C.Clarke;superbiens;rothschildianum;This is  a synonym
Mabelianum;01/01/1894;Paphiopedilum;W.C.Clarke;W.C.Clarke;superbiens;rothschildianum;This is  a synonym
Mabellsey;01/01/1947;Paphiopedilum;S.A.;S.A.;Wellesley;Mabel Keeling;This is not a synonym
Mabinga;01/01/1945;Paphiopedilum;C.Moore;C.Moore;Rishworth;Morocco;This is not a synonym
Mable Gardner;03/06/1997;Paphiopedilum;O/U;J.Gardner;Green Ruffles;primulinum;This is not a synonym
Mable Marie;04/07/2011;Paphiopedilum;Orchids Royale;Orchids Royale;Grubstake;Top Model;This is not a synonym
Mac;24/11/2011;Paphiopedilum;O/U;Yamato-Noen;Otogozen;bellatulum;This is not a synonym
Mac Cocoa;30/10/2010;Paphiopedilum;Matsui Nurs.;Yamato-Noen;Macabre;Cocoa Cherry;This is not a synonym
Mac Worth;14/05/2007;Paphiopedilum;Orchid Zone;H.Koopowitz;charlesworthii;Macabre;This is not a synonym
Maca Canyon;12/10/2006;Paphiopedilum;Orchid Zone;H.Kobayashi;Macabre;Liberty Canyon;This is not a synonym
Macabre;02/08/1990;Paphiopedilum;T.Root;Orchid Zone;Voodoo Magic;sukhakulii;This is not a synonym
Macabre Chant;01/11/2004;Paphiopedilum;Orchid Zone;Paphanatics;Macabre;Canticle;This is not a synonym
Macabre Contrasts;13/06/2011;Paphiopedilum;Lehua;Lehua;Macabre Magic;Love Song;This is not a synonym
Macabre Dancer;27/05/2009;Paphiopedilum;J.Fang;J.Fang;Macabre Flame;RVO Blushing Dancer;This is not a synonym
Macabre Fire;09/06/2008;Paphiopedilum;N.Mochizuki;N.Mochizuki;Fire Fighter;Macabre;This is not a synonym
Macabre Flag;14/10/2011;Paphiopedilum;Ching Hua;Ching Hua;Macabre;Dragon Flag;This is not a synonym
Macabre Flame;20/04/2009;Paphiopedilum;O/U;J.Fang;Magic Flame;Macabre;This is not a synonym
Macabre Glory;13/06/2011;Paphiopedilum;J.Fang;J.Fang;Macabre;Odette's Glory;This is not a synonym
Macabre Lady;15/12/2010;Paphiopedilum;Lehua;Lehua;Macabre Magic;Lady Macbeth;This is not a synonym
Macabre Leap;14/04/2008;Paphiopedilum;Orchid Zone;Lehua;Macabre;Hsinying Quantum;This is not a synonym
Macabre Magic;28/12/2007;Paphiopedilum;Lehua;Lehua;Macabre;Raisin Magic;This is not a synonym
Macabre Magical Spots;01/12/2011;Paphiopedilum;Lehua;Lehua;Magic Spots;Macabre Magic;This is not a synonym
Macabre Pie;22/03/1999;Paphiopedilum;J.L.Fischer;J.L.Fischer;Macabre;Raisin Pie;This is not a synonym
Macabre Red;21/01/2013;Paphiopedilum;O/U;Orchid Inn Ltd.;Ruby Red;Macabre;This is not a synonym
Macabre Song;01/06/2009;Paphiopedilum;R-J.Quené;Orchids Ltd [MN];Macabre Chant;China Song;This is not a synonym
Macabre Station;25/05/2011;Paphiopedilum;O/U;Orchid Inn Ltd.;Fire Station;Macabre;This is not a synonym
Macabre Wine;17/07/2002;Paphiopedilum;O.Viengkhou;J.Fang;Kevin's Wine;Macabre;This is not a synonym
Macao;01/01/1937;Paphiopedilum;C.Moore;C.Moore;Perseus;Megantic;This is not a synonym
Macarbe Star;19/10/2004;Paphiopedilum;N.Mochizuki;N.Mochizuki;Macabre;Star Blazer;This is not a synonym
Macaroon;24/11/2011;Paphiopedilum;F.Sugiyama;Yamato-Noen;Tangold;Freckles;This is not a synonym
Macastom;01/01/1940;Paphiopedilum;Black ;Black ;Macaw;Euryostom;This is not a synonym
Macaw;01/01/1928;Paphiopedilum;Alexander;Alexander;Swallow;Jura;This is not a synonym
Macbeth's Ghost;05/01/2004;Paphiopedilum;Lehua;Lehua;wardii;Macabre;This is not a synonym
Maccoboy;01/01/1970;Paphiopedilum;Ratcliffe;Ratcliffe;Luna;Wendbourn;This is not a synonym
Macedon;01/01/1937;Paphiopedilum;C.Moore;C.Moore;Florence Spencer;Mocha;This is not a synonym
Macfarlanaeanum;01/01/1892;Paphiopedilum;Lewis;Lewis;lowii;lawrenceanum;This is  a synonym
Macfarlanei (1891);01/01/1891;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];spicerianum;Calophyllum;This is not a synonym
Macfarlanei (1901);01/01/1901;Paphiopedilum;Statter;Statter;Harrisianum;bellatulum;This is  a synonym
Macfarlanianum;01/01/1892;Paphiopedilum;Lewis;Lewis;lowii;lawrenceanum;This is not a synonym
Mach Giant;01/01/1981;Paphiopedilum;Engelholms;Engelholms;Memoria Jack Dixon;Bushey;This is not a synonym
Mach One;01/11/1970;Paphiopedilum;E.C.Wilcox;E.C.Wilcox;Margaret MacCaull;London Wall;This is not a synonym
Machglen;01/01/1988;Paphiopedilum;W.Tonkin;W.Tonkin;Mach One;Brown Glen;This is not a synonym
Machiabellian;20/03/2007;Paphiopedilum;B.Fraser;Matsui Nurs.;bellatulum;Machtava;This is not a synonym
Machiko Oda;25/07/1997;Paphiopedilum;I.Muramatsu;I.Muramatsu;sukhakulii;Oriental Frieze;This is not a synonym
Machtava;06/02/2006;Paphiopedilum;B.Fraser;Woodstream;Mach One;Huntava;This is not a synonym
Mack Imp;08/06/2012;Paphiopedilum;Ching Hua;I.Schmidt-Ostrander;Impulse;Macabre;This is not a synonym
Mack the Knife;12/04/2010;Paphiopedilum;Okika;Tsunami Trop.;hirsutissimum;Makuli;This is not a synonym
Mackinnon Pass;31/05/2011;Paphiopedilum;B.Fraser;Woodstream;Coastal Pass;Peter Pernar;This is not a synonym
Macmauden;11/03/1998;Paphiopedilum;Robert Jackson;Robert Jackson;Hamana Mauden;Macabre;This is not a synonym
Maconaquah;01/01/1975;Paphiopedilum;W.W.Wilson;W.W.Wilson;Winston Churchill;Judith Dance;This is not a synonym
Macrocosm;06/12/2004;Paphiopedilum;H.Nagao;H.Nagao;Lippewunder;California Time;This is not a synonym
Macropterum;01/01/1882;Paphiopedilum;Veitch;Veitch;superbiens;lowii;This is not a synonym
Maculatum;01/01/1892;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];tonsum;Leeanum;This is not a synonym
Maculosum;01/01/1895;Paphiopedilum;Burton;Burton;venustum;boxallii;This is  a synonym
